name,ab_hours,ab_minutes,audiobook_length_(minutes),author,author_gender,completed_record,cost,count_complete,created_time,dashboard_stats_link,fanfic,finished,format,genre,genre_link,goodreads_link,id,lgbt,last_edited,narrator_(old),narrators,poc_author?,page_count,physical_copy_owned,publisher,rating,reread,series,source,spice,status,trope,word_count,ya
The Assassin’s Blade (#.5) [reread],12.0,52.0,772,Sarah J Maas,Female,Yes,$19.00,1,"July 17, 2024 9:35 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 19, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/126062562-the-assassin-s-blade?ac=1&from_search=true&qid=cz5ivHun59&rank=1,LIB-756,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,451.0,NO,Bloomsbury Publishing (US),7.2,YES,Throne of Glass,Libby,🌶,Complete,Enemies/Rivals to Lovers,119689.0,NO
Throne of Glass (#1) [reread],13.0,3.0,783,Sarah J Maas,Female,Yes,$19.00,1,"July 22, 2024 9:00 AM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 22, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76703559-throne-of-glass?ref=nav_sb_noss_l_15,LIB-760,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,432.0,NO,Bloomsbury Publishing (US),8.1,YES,Throne of Glass,Libby,❌,Complete,Love Triangle,114803.0,YES
Crown of Midnight (#2) [reread],12.0,43.0,763,Sarah J Maas,Female,Yes,$19.00,1,"July 26, 2024 3:54 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 24, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76705490-crown-of-midnight?from_search=true&from_srp=true&qid=xipmXTyeaN&rank=1,LIB-761,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,432.0,NO,Bloomsbury Publishing (US),7.2,YES,Throne of Glass,Father/Piracy,🌶,Complete,,116189.0,YES
Heir of Fire (#3) [reread],17.0,56.0,1076,Sarah J Maas,Female,Yes,$19.00,1,"July 26, 2024 3:55 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 26, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76706470-heir-of-fire?ac=1&from_search=true&qid=nKFcBGpOTh&rank=1,LIB-762,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,576.0,NO,Bloomsbury Publishing (US),7.4,YES,Throne of Glass,Libby,❌,Complete,,162643.0,NO
Queen of Shadows (#4) [reread],20.0,43.0,1243,Sarah J Maas,Female,Yes,$19.00,1,"July 28, 2024 11:24 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 28, 2024",Ebook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76707900-queen-of-shadows?from_search=true&from_srp=true&qid=ABeRNPVU95&rank=1,LIB-763,NO,"July 31, 2024 2:29 PM",,,NO,645.0,NO,,8.1,YES,Throne of Glass,Libby,🌶,Complete,,183028.0,NO
Tower of Dawn (#6) [reread] ,22.0,39.0,1359,Sarah J Maas,Female,Yes,$19.00,1,"August 10, 2024 2:11 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"August 10, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76714487-tower-of-dawn,LIB-764,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,688.0,NO,Bloomsbury Publishing (US),7.8,YES,Throne of Glass,Father/Piracy,🌶🌶,Complete,,191618.0,NO
Empire of Storms (#5) [reread],25.0,18.0,1518,Sarah J Maas,Female,Yes,$19.00,1,"August 10, 2024 2:12 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"August 10, 2024","Audiobook, Ebook",Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76713323-empire-of-storms,LIB-765,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,689.0,NO,Bloomsbury Publishing (US),8.9,YES,Throne of Glass,Father/Piracy,🌶🌶,Complete,,194809.0,NO
Kingdom of Ash (#7) [reread],33.0,11.0,1991,Sarah J Maas,Female,Yes,$21.00,1,"August 13, 2024 3:27 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"August 18, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/76715522-kingdom-of-ash,LIB-766,NO,"October 16, 2025 10:55 AM",Elizabeth Evans,Elizabeth Evans (https://www.notion.so/Elizabeth-Evans-28e8d7a063c98010a235fc1f8d4d5842?pvs=21),NO,980.0,NO,Bloomsbury Publishing (US),9.3,YES,Throne of Glass,Father/Piracy,🌶🌶,Complete,,273455.0,NO
The Au Pair Affair ,12.0,33.0,753,Tessa Bailey,Female,Yes,$18.99,1,"August 21, 2024 5:41 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"August 21, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/199531938-the-au-pair-affair?from_search=true&from_srp=true&qid=7apLafzurP&rank=1,LIB-767,NO,"October 16, 2025 10:25 AM",Callie Dalton,Callie Dalton (https://www.notion.so/Callie-Dalton-28e8d7a063c9808ebfa3d625015ef002?pvs=21),NO,384.0,NO,HarperAudio,4.5,NO,,Libby,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Misunderstanding, Sports Romance, Third Act Breakup",106202.0,NO
Game of Thrones (#1),33.0,46.0,2026,George RR Martin,Male,Yes,$0.00,1,"August 25, 2024 12:57 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"August 25, 2024",Audiobook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/13496.A_Game_of_Thrones?from_search=true&from_srp=true&qid=eR0RlTzqIX&rank=1,LIB-768,NO,"October 16, 2025 1:59 PM",Roy Dotrice,Roy Dotrice (https://www.notion.so/Roy-Dotrice-28e8d7a063c980f8a820d9fa5dd5a478?pvs=21),NO,835.0,YES,"Books on Tape, Random House Audio",8.3,NO,A Song of Ice and Fire,Libby,❌,Complete,,297413.0,NO
The Ministry of Time,10.0,22.0,622,Kaliane Bradley,Female,Yes,$29.99,1,"August 31, 2024 6:56 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"August 31, 2024",Audiobook,"Romance, Science Fiction","Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21), Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21)",https://www.goodreads.com/book/show/199798179-the-ministry-of-time?from_search=true&from_srp=true&qid=AOHsC47403&rank=1,LIB-769,NO,"October 16, 2025 1:41 PM","George Weightman, Katie Leung","George Weightman (https://www.notion.so/George-Weightman-28e8d7a063c980cc90b1f69123e28530?pvs=21), Katie Leung (https://www.notion.so/Katie-Leung-28e8d7a063c980a0a873c8dd92e4da6e?pvs=21)",YES,341.0,NO,Simon & Schuster Audio,7.5,NO,,Libby,🌶🌶,Complete,Forbidden Love,95965.0,NO
Balance (#1),,,0,Lucia Franco,Female,Yes,$24.99,1,"September 3, 2024 1:26 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 3, 2024",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/206841145-balance?from_search=true&from_srp=true&qid=qjhw6Xdh4w&rank=1,LIB-770,NO,"September 3, 2024 1:29 PM",,,NO,568.0,NO,,7.1,NO,Off Balance,Library Genesis,🌶🌶🌶🌶🌶,Complete,"Forbidden Love, Power Dynamic, Sports Romance",164798.0,NO
Wool,15.0,0.0,900,Hugh Howey,Male,Yes,$19.99,1,"September 11, 2024 7:57 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 11, 2024",Audiobook,Science Fiction,Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21),https://www.goodreads.com/book/show/12287209-wool,LIB-771,NO,"October 16, 2025 10:54 AM",Edoardo Ballerini,Edoardo Ballerini (https://www.notion.so/Edoardo-Ballerini-28e8d7a063c98062b9a5e2ede26bd6fa?pvs=21),NO,594.0,NO,Blackstone Publishing,8.3,NO,,Libby,❌,Complete,,163951.0,NO
Savor It,9.0,5.0,545,Tarah Dewitt,Female,Yes,$18.00,1,"September 13, 2024 9:04 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 12, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/195790899-savor-it?from_search=true&from_srp=true&qid=Kn4ubGXYYB&rank=1,LIB-774,NO,"October 16, 2025 1:47 PM","Karissa Vacker, Zachary Webber/Jacob Morgan","Karissa Vacker (https://www.notion.so/Karissa-Vacker-28e8d7a063c980679010d481103f0d3f?pvs=21), Zachary Webber / Jacob Morgan (https://www.notion.so/Zachary-Webber-Jacob-Morgan-28e8d7a063c980088d65c5b3d4f3b250?pvs=21)",NO,336.0,NO,Macmillan Audio,8.5,NO,,Libby,🌶🌶,Complete,"Forced Proximity/Shared Goal, Misunderstanding, Strangers to Lovers",92051.0,NO
The Pairing,14.0,14.0,854,Casey McQuiston,Other/Multiple,Yes,$20.00,1,"September 19, 2024 10:43 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 19, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/199440249-the-pairing,LIB-775,YES,"October 16, 2025 1:39 PM","Emma Galvin, Max Meyers","Emma Galvin (https://www.notion.so/Emma-Galvin-28e8d7a063c980f5a0f6cc581b236d90?pvs=21), Max Meyers (https://www.notion.so/Max-Meyers-28e8d7a063c9803690e6d8a0b0b1fdc8?pvs=21)",NO,432.0,NO,Macmillan Audio,8.2,NO,,Libby,🌶🌶🌶🌶,Complete,"Friends to Lovers, Misunderstanding, Second Chance",113507.0,NO
Execution (#2),,,0,Lucia Franco,Female,Yes,$24.99,1,"September 19, 2024 4:24 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 19, 2024",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/210277011-execution,LIB-776,NO,"September 25, 2024 11:35 AM",,,NO,557.0,NO,,6.0,NO,Off Balance,Library Genesis,🌶🌶🌶🌶🌶,Complete,Forbidden Love,164295.0,NO
Tart,9.0,30.0,570,Lauren Dane,Female,Yes,$9.99,1,"September 23, 2024 10:00 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 23, 2024",Audiobook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/12951851-tart?from_search=true&from_srp=true&qid=Ct7QqgQgqO&rank=4,LIB-777,YES,"October 16, 2025 10:20 AM",Anadelle Waters,Anadelle Waters (https://www.notion.so/Anadelle-Waters-28e8d7a063c980adbdefd3d95020ffdf?pvs=21),NO,352.0,NO,"Tantor Audio, Tantor Media Inc",4.2,NO,,Libby,🌶🌶🌶🌶🌶,Complete,Love Triangle,93703.0,NO
Release (#3),,,0,Lucia Franco,Female,Yes,$24.99,1,"September 24, 2024 3:13 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 24, 2024",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/210101168-release?from_search=true&from_srp=true&qid=Q9bINXO5sO&rank=1,LIB-778,NO,"November 19, 2024 2:43 PM",,,NO,395.0,NO,,5.1,NO,Off Balance,Library Genesis,🌶🌶🌶🌶,Complete,"Forbidden Love, Sports Romance",116902.0,NO
Just For The Summer (#3),11.0,43.0,703,Abby Jimenez,Female,Yes,$17.99,1,"September 26, 2024 7:57 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"September 26, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/195820807-just-for-the-summer?from_search=true&from_srp=true&qid=1Xahzef8lf&rank=3,LIB-779,NO,"October 16, 2025 10:47 AM","Christine Lakin, Zachary Webber/Jacob Morgan","Christine Lakin (https://www.notion.so/Christine-Lakin-28e8d7a063c980718357f0e597beadce?pvs=21), Zachary Webber / Jacob Morgan (https://www.notion.so/Zachary-Webber-Jacob-Morgan-28e8d7a063c980088d65c5b3d4f3b250?pvs=21)",YES,432.0,NO,Hachette Audio,8.9,NO,Part of Your World,Libby,🌶,Complete,"Friends to Lovers, Third Act Breakup",107116.0,NO
Take the Lead,,,0,Alexis Daria,Female,Yes,$17.99,1,"October 2, 2024 6:43 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 2, 2024",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/57693459-take-the-lead?from_search=true&from_srp=true&qid=zMcFOls6XG&rank=1,LIB-780,NO,"October 15, 2024 7:56 PM",,,YES,368.0,NO,,7.0,NO,,Library Genesis,🌶🌶🌶,Complete,Coworkers/Workplace,97507.0,NO
Daydream (#3),13.0,21.0,801,Hannah Grace,Female,Yes,$19.99,1,"October 11, 2024 10:00 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 11, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/199798652-daydream?from_search=true&from_srp=true&qid=8QGrz5zmpn&rank=1,LIB-781,NO,"October 16, 2025 10:47 AM","CJ Bloom, Emmanuel Ingram","CJ Bloom (https://www.notion.so/CJ-Bloom-28e8d7a063c980319ed8e110e908d8c8?pvs=21), Emmanuel Ingram (https://www.notion.so/Emmanuel-Ingram-28e8d7a063c98069ad79ddabd1178f81?pvs=21)",NO,448.0,NO,Simon & Schuster Audio,7.1,NO,Maple Hills,Libby,🌶🌶🌶,Complete,"Friends to Lovers, Sports Romance",128905.0,NO
Shark Heart,8.0,47.0,527,Emily Habeck,Female,Yes,$18.99,1,"October 13, 2024 1:56 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 13, 2024",Audiobook,"Lit Fiction, Science Fiction","Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21), Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21)",https://www.goodreads.com/book/show/62919375,LIB-782,NO,"October 16, 2025 1:47 PM","Karissa Vacker, Shaun Taylor-Corbett, Soneela Nankani","Karissa Vacker (https://www.notion.so/Karissa-Vacker-28e8d7a063c980679010d481103f0d3f?pvs=21), Shaun Taylor-Corbett (https://www.notion.so/Shaun-Taylor-Corbett-28e8d7a063c9807ea333c093abbfee4c?pvs=21), Soneela Nankani (https://www.notion.so/Soneela-Nankani-28e8d7a063c9808ea9d7d74c0259f570?pvs=21)",NO,416.0,NO,Simon & Schuster Audio,7.5,NO,,Libby,❌,Complete,,62590.0,NO
Last Call at the Local,7.0,47.0,467,Sarah Grunder Ruiz,Female,Yes,$17.00,1,"October 21, 2024 1:23 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 21, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/63139958-last-call-at-the-local,LIB-783,NO,"October 16, 2025 1:40 PM","Gary Furlong, Karissa Vacker","Gary Furlong (https://www.notion.so/Gary-Furlong-28e8d7a063c980f3b110ca20dac563be?pvs=21), Karissa Vacker (https://www.notion.so/Karissa-Vacker-28e8d7a063c980679010d481103f0d3f?pvs=21)",NO,368.0,NO,Books on Tape,6.8,NO,,Libby,🌶🌶,Complete,"Coworkers/Workplace, Grumpy/Sunshine",90358.0,NO
Love Story,10.0,15.0,615,Lindsey Kelk,Female,Yes,$18.99,1,"October 23, 2024 10:15 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 22, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/201427454-love-story?from_search=true&from_srp=true&qid=TKmXJ6PdFj&rank=1,LIB-784,NO,"October 16, 2025 1:50 PM",Kristin Atherton,Kristin Atherton (https://www.notion.so/Kristin-Atherton-28e8d7a063c980e79730cf5aa3bca476?pvs=21),NO,384.0,NO,"HarperCollins, HarperCollins Publishers",7.9,NO,,Libby,🌶🌶,Complete,"Author/Writer, Forced Proximity/Shared Goal, One Bed, Opposites Attract",102859.0,NO
Part of Your World (#1),10.0,5.0,605,Abby Jimenez,Female,Yes,$17.99,1,"October 23, 2024 10:21 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 23, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/58684524-part-of-your-world,LIB-785,NO,"October 16, 2025 1:46 PM","Julia Whelan, Zachary Webber/Jacob Morgan","Julia Whelan (https://www.notion.so/Julia-Whelan-28e8d7a063c980f784c4fcafe38face3?pvs=21), Zachary Webber / Jacob Morgan (https://www.notion.so/Zachary-Webber-Jacob-Morgan-28e8d7a063c980088d65c5b3d4f3b250?pvs=21)",YES,400.0,NO,"Forever, Hachette Audio",8.5,NO,Part of Your World,Libby,🌶🌶🌶,Complete,"Forbidden Love, Opposites Attract",102672.0,NO
Yours Truly (#2),11.0,23.0,683,Abby Jimenez,Female,Yes,$16.99,1,"October 23, 2024 10:30 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 17, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/61918816-yours-truly?from_search=true&from_srp=true&qid=x2i4uqr5dU&rank=1,LIB-786,NO,"October 16, 2025 1:50 PM","Kyla Garcia, Zachary Webber/Jacob Morgan","Kyla Garcia (https://www.notion.so/Kyla-Garcia-28e8d7a063c9800596cccfffab67223d?pvs=21), Zachary Webber / Jacob Morgan (https://www.notion.so/Zachary-Webber-Jacob-Morgan-28e8d7a063c980088d65c5b3d4f3b250?pvs=21)",YES,416.0,NO,"Forever, Hachette Audio",8.3,NO,Part of Your World,Libby,🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Fake Relationship",109035.0,NO
One True Loves,8.0,5.0,485,Taylor Jenkins Reid,Female,Yes,$18.00,1,"October 24, 2024 3:17 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 24, 2024",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/27189194-one-true-loves?from_search=true&from_srp=true&qid=KJGWvxUsG3&rank=1,LIB-787,NO,"October 16, 2025 1:46 PM",Julia Whelan,Julia Whelan (https://www.notion.so/Julia-Whelan-28e8d7a063c980f784c4fcafe38face3?pvs=21),NO,352.0,NO,Dreamscape Media,8.2,NO,,Libby,🌶,Complete,"Love Triangle, Second Chance",88394.0,NO
Butcher & Blackbird (#1) [reread],8.0,43.0,523,Brynne Weaver,Female,Yes,$18.00,1,"October 27, 2024 8:25 PM","Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"October 27, 2024",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/196864520-butcher-blackbird?ac=1&from_search=true&qid=Dk0noQfMiz&rank=1,LIB-788,NO,"October 16, 2025 1:44 PM","Joe Arden, Lucy Rivers","Lucy Rivers (https://www.notion.so/Lucy-Rivers-28e8d7a063c980acbf88d46f78cfd941?pvs=21), Joe Arden (https://www.notion.so/Joe-Arden-28e8d7a063c9800088addbe0ec8d9bb3?pvs=21)",NO,360.0,NO,PublishDrive,7.2,YES,Ruinous Love Trilogy,Libby,🌶🌶🌶,Complete,"Forced Proximity/Shared Goal, Friends to Lovers, One Bed, Sick/Hurt & Takes Care of Them, Third Act Breakup",88000.0,NO
Leather & Lark,12.0,14.0,734,Brynne Weaver,Female,Yes,$19.00,1,"October 28, 2024 10:48 AM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"October 31, 2024",Audiobook,Romance,Romance (https://www.notion.so/Romance-a1f5cb3c60e24916a3adf803af4ad445?pvs=21),https://www.goodreads.com/book/show/127611580-leather-lark?from_search=true&from_srp=true&qid=gzEJZwmxZ1&rank=1,LIB-789,NO,"October 16, 2025 2:00 PM","Eric Nolan, Samantha Brentmoor","Samantha Brentmoor (https://www.notion.so/Samantha-Brentmoor-28e8d7a063c980e2b88ef4d1516b867c?pvs=21), Eric Nolan (https://www.notion.so/Eric-Nolan-28e8d7a063c980ba92a6cfafb65a0255?pvs=21)",NO,416.0,NO,Zando,6.8,NO,Ruinous Love Trilogy,Libby,🌶🌶🌶,Complete,"Enemies/Rivals to Lovers, Fake Relationship, Forced Proximity/Shared Goal",110217.0,NO
Two Can Play,4.0,24.0,264,Ali Hazelwood,Female,Missing WC,,1,"November 8, 2024 4:28 PM",Novellas 2024 (https://www.notion.so/Novellas-2024-a474aaa9a7e04d078ab834a1d9f3fd81?pvs=21),NO,"November 8, 2024",Audiobook,"Contemporary Romance, Novella / Short Story","Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21), Novella / Short Story (https://www.notion.so/Novella-Short-Story-903c755151894e38acb2a9d0350542a8?pvs=21)",https://www.goodreads.com/book/show/217108838-two-can-play?from_search=true&from_srp=true&qid=wmnXAsTyPx&rank=1,LIB-790,NO,"October 16, 2025 1:48 PM",Kelsey Navarro Foster,Kelsey Navarro Foster (https://www.notion.so/Kelsey-Navarro-Foster-28e8d7a063c9803ead22efc087a710d6?pvs=21),NO,,NO,Spotify,5.1,NO,,Libby,🌶🌶,Complete,"Enemies/Rivals to Lovers, Misunderstanding",,NO
Rootbound,8.0,44.0,524,Tarah Dewitt,Female,Yes,$18.00,1,"November 14, 2024 11:00 PM",Completed 2024 (https://www.notion.so/Completed-2024-c0ef19ff462248fc97af4f2686934eb9?pvs=21),NO,"November 14, 2024",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/125474634-rootbound?from_search=true&from_srp=true&qid=9RrTe8pVUq&rank=2,LIB-791,NO,"October 16, 2025 2:01 PM","Nelson Hobbs, Stephanie Bentley","Stephanie Bentley (https://www.notion.so/Stephanie-Bentley-28e8d7a063c980c2baf2fcb7a8a1ca99?pvs=21), Nelson Hobbs (https://www.notion.so/Nelson-Hobbs-28e8d7a063c9801fb198f9064cf2b32a?pvs=21)",NO,336.0,NO,"Tantor Audio, Tantor Media Inc",6.2,NO,,Libby,🌶🌶,Complete,Forced Proximity/Shared Goal,86905.0,NO
